name,artist,tags,genre,valence,energy,danceability,acousticness,tempo,spotify_preview_url,spotify_id,tags_list,mood_tags,mood_text
Urban Predator,The Haunted,"thrash_metal, melodic_death_metal",Metal,0.353,0.973,0.22,1.18e-06,112.576,https://p.scdn.co/mp3-preview/f2112c80955b617ba4863494e7cee7a1814931c6?cid=774b29d4f13844c495f206cafdad9c86,015f3USKeTVgO59ndTG0dn,"['thrash_metal', 'melodic_death_metal']",[],
Divine Blasphemer,Municipal Waste,"metal, thrash_metal",Rock,0.288,0.995,0.239,0.00292,194.519,https://p.scdn.co/mp3-preview/7f008dcff6c4ae7479f6fc284c842e5192c82184?cid=774b29d4f13844c495f206cafdad9c86,1hbwIXybsBIqMSYO42DyCE,"['metal', 'thrash_metal']",[],
Cannon Fodder,Sodom,thrash_metal,,0.263,0.959,0.301,5.51e-06,152.971,https://p.scdn.co/mp3-preview/506ccf1ca62cab2bbcff3e34d627cb1f502bba02?cid=774b29d4f13844c495f206cafdad9c86,2oCK6IsNqrXdYJmRHosMjn,['thrash_metal'],[],
Massive Aggressive,Municipal Waste,"metal, thrash_metal",,0.827,0.978,0.585,0.0323,80.02,https://p.scdn.co/mp3-preview/263cc45cd9d946266f7e0c1e898730352b8ea98f?cid=774b29d4f13844c495f206cafdad9c86,0VztV94ZgG1Tt6A5Qg0ywJ,"['metal', 'thrash_metal']",[],
Toxic Revolution,Municipal Waste,"metal, punk, thrash_metal",Rock,0.356,0.961,0.349,6.35e-06,108.14,https://p.scdn.co/mp3-preview/6e8a6627ca0436c077df5faa0e126254d950f107?cid=774b29d4f13844c495f206cafdad9c86,0MoV16g2BhyTVhRUUWm16F,"['metal', 'punk', 'thrash_metal']",[],
Firing Squad,Power Trip,thrash_metal,,0.0978,0.994,0.273,3.74e-05,104.503,https://p.scdn.co/mp3-preview/1d0bd7a9e89aa3f50ce1d332b1d91f52b851f43e?cid=774b29d4f13844c495f206cafdad9c86,2mgHssZatgtkYaSVqTYHiA,['thrash_metal'],[],
Cemetary Gates,Between the Buried and Me,"thrash_metal, metalcore, progressive_metal, cover",,0.385,0.9,0.304,0.00227,147.637,https://p.scdn.co/mp3-preview/07659a2c89fed15e5aca375540867c06b041ebe2?cid=774b29d4f13844c495f206cafdad9c86,0mkO2vOul79EdfSqyMxvUI,"['thrash_metal', 'metalcore', 'progressive_metal', 'cover']",[],
Other Worlds,Trivium,"metal, thrash_metal",,0.433,0.969,0.514,0.00302,134.958,https://p.scdn.co/mp3-preview/f873238173b19498dabc7dda04fc0a8a589c06ab?cid=774b29d4f13844c495f206cafdad9c86,1a2S3UQ4riSjBJUmuxBGo0,"['metal', 'thrash_metal']",[],
Riding Shotgun,Anthrax,thrash_metal,,0.125,0.981,0.231,2.29e-06,163.465,https://p.scdn.co/mp3-preview/321daa80e83b2b9ac19729c97243408df2b6b016?cid=774b29d4f13844c495f206cafdad9c86,0XPr7B7hGR1T8aoZGBM6xp,['thrash_metal'],[],
All Over You,Live,"rock, alternative, alternative_rock, 90s, grunge",,0.344,0.819,0.316,0.00646,131.932,https://p.scdn.co/mp3-preview/5d12cbb737bd056b6d589398fdbd4d98edb64a8f?cid=774b29d4f13844c495f206cafdad9c86,0shhngpGC6qR0ByCLchReX,"['rock', 'alternative', 'alternative_rock', '90s', 'grunge']",[],
Wishlist,Pearl Jam,"rock, alternative_rock, 90s, grunge",Rock,0.114,0.343,0.63,0.0264,114.937,https://p.scdn.co/mp3-preview/345c0e6be008f649294d4afd8ce6628b2aa25736?cid=774b29d4f13844c495f206cafdad9c86,0Bo0YKF7L7UumsOYjAXgvJ,"['rock', 'alternative_rock', '90s', 'grunge']",[],
I Knew I Loved You,Savage Garden,"pop, 90s, love",,0.751,0.494,0.61,0.302,84.995,https://p.scdn.co/mp3-preview/260fbe1040d4b1e2a8cd08956f5dbee03a91e47f?cid=774b29d4f13844c495f206cafdad9c86,0BlDuPfxKpChuxjgOmU189,"['pop', '90s', 'love']",['love'],love
Silverfuck,The Smashing Pumpkins,"rock, alternative, alternative_rock, 90s, american, grunge",Rock,0.0373,0.46,0.294,0.00366,126.717,https://p.scdn.co/mp3-preview/9ff2f66ffc6af4cc3df90c1fcf47051cece5cd59?cid=774b29d4f13844c495f206cafdad9c86,0NnkXvkMFMZdSTwhq7TTYD,"['rock', 'alternative', 'alternative_rock', '90s', 'american', 'grunge']",[],
Take Me Down,The Smashing Pumpkins,"rock, alternative, alternative_rock, 90s, beautiful, grunge, mellow, chill",Country,0.0717,0.176,0.443,0.756,65.907,https://p.scdn.co/mp3-preview/3391078268cf899ffa11887c1434d2a5beece0e2?cid=774b29d4f13844c495f206cafdad9c86,1Wz7j1GXBGTdBbYKflMESo,"['rock', 'alternative', 'alternative_rock', '90s', 'beautiful', 'grunge', 'mellow', 'chill']","['beautiful', 'mellow', 'chill']",beautiful mellow chill
Ana's Song (Open Fire),Silverchair,"rock, alternative, alternative_rock, 90s, grunge",,0.225,0.639,0.396,0.0396,80.442,https://p.scdn.co/mp3-preview/6039122ad405d25bfd6ab5d080eee04546cf2e0e?cid=774b29d4f13844c495f206cafdad9c86,0HIG8l14hqbPVL2xvgbXiT,"['rock', 'alternative', 'alternative_rock', '90s', 'grunge']",[],
River of Deceit,Mad Season,"90s, grunge",Rock,0.169,0.29,0.455,0.0614,88.523,https://p.scdn.co/mp3-preview/bced8b3c3c7a2de05c09e63821bec2284b91d6b3?cid=774b29d4f13844c495f206cafdad9c86,0hc4STPqTy1rKPBzqO4E1C,"['90s', 'grunge']",[],
Follow You Down,Gin Blossoms,"rock, alternative_rock, 90s, pop_rock",Rock,0.652,0.923,0.489,0.0124,155.827,https://p.scdn.co/mp3-preview/045c1108451234b19f55ff7e725194ab07b70bc7?cid=774b29d4f13844c495f206cafdad9c86,0alkqsGIIxx3OT9aLMN1IK,"['rock', 'alternative_rock', '90s', 'pop_rock']",[],
If You're Feeling Sinister,Belle and Sebastian,"indie, 90s, indie_pop, mellow",Rock,0.555,0.381,0.577,0.437,129.738,https://p.scdn.co/mp3-preview/9fc9eca5931d4f0654b6eccecd0c2863432aea1d?cid=774b29d4f13844c495f206cafdad9c86,1t1pUXkTTCQE2OrMCLsnIt,"['indie', '90s', 'indie_pop', 'mellow']",['mellow'],mellow
Stumbleine,The Smashing Pumpkins,"rock, alternative, alternative_rock, 90s, acoustic, american, beautiful, grunge, mellow",Rock,0.271,0.151,0.623,0.844,122.208,https://p.scdn.co/mp3-preview/46c9970660b6e2e01e0a5872f49108439168c2d1?cid=774b29d4f13844c495f206cafdad9c86,0kSKAd34RNYUucX0bNmxHp,"['rock', 'alternative', 'alternative_rock', '90s', 'acoustic', 'american', 'beautiful', 'grunge', 'mellow']","['acoustic', 'beautiful', 'mellow']",acoustic beautiful mellow
Jailhouse,Sublime,"90s, reggae, chill, ska",,0.674,0.721,0.654,0.0155,80.27,https://p.scdn.co/mp3-preview/b3550caba8f466cd12b59361116faefe18ae34fd?cid=774b29d4f13844c495f206cafdad9c86,01ZoBkMJAxjPx5gQcNR7Yl,"['90s', 'reggae', 'chill', 'ska']",['chill'],chill
Off He Goes,Pearl Jam,"rock, 90s, acoustic, grunge",Rock,0.368,0.324,0.68,0.505,101.138,https://p.scdn.co/mp3-preview/a5a26bbea19e744a240790e79aa746660f981750?cid=774b29d4f13844c495f206cafdad9c86,06Y3MQIJQ0WxiVP75Lg3pP,"['rock', '90s', 'acoustic', 'grunge']",['acoustic'],acoustic
I Will Buy You A New Life,Everclear,"rock, alternative, alternative_rock, 90s",,0.58,0.873,0.515,0.0537,84.01,https://p.scdn.co/mp3-preview/38c03055c7202dd86683cdb20e1ab1ab1d69e6e2?cid=774b29d4f13844c495f206cafdad9c86,16GK7vxsJAxDF7pqQvzld5,"['rock', 'alternative', 'alternative_rock', '90s']",[],
Always on the Run,Lenny Kravitz,"rock, 90s, funk",,0.867,0.914,0.51,0.023,169.261,https://p.scdn.co/mp3-preview/25153d0735692dd5cf011904b863ab681012b459?cid=774b29d4f13844c495f206cafdad9c86,00F8cpuyDlaXDAHozqZMzu,"['rock', '90s', 'funk']",[],
So Much To Say,Dave Matthews Band,"rock, alternative, 90s, acoustic, american, chill",Rock,0.716,0.95,0.55,0.132,112.6,https://p.scdn.co/mp3-preview/eeebff3b238aa8e3abc666780c4185eedc1fa07a?cid=774b29d4f13844c495f206cafdad9c86,2BNRvaSMAT2Wrggbs0mFUy,"['rock', 'alternative', '90s', 'acoustic', 'american', 'chill']","['acoustic', 'chill']",acoustic chill
Immortality,Pearl Jam,"rock, 90s, grunge",,0.095,0.578,0.632,0.0519,128.491,https://p.scdn.co/mp3-preview/be90366c7e0de8fe8ef81d35dc0d3e3af58515c8?cid=774b29d4f13844c495f206cafdad9c86,03odAilX1hbLjPU6yl8VYc,"['rock', '90s', 'grunge']",[],
Every Morning,Sugar Ray,"pop, 90s, pop_rock",Rock,0.975,0.679,0.833,0.0834,109.917,https://p.scdn.co/mp3-preview/a6a38c3b3361c56319ff3ba9dcf6a557dda046d8?cid=774b29d4f13844c495f206cafdad9c86,0BfcEHpbpAvvZok7OnIHEN,"['pop', '90s', 'pop_rock']",[],
40 Days,Slowdive,"90s, mellow",,0.256,0.846,0.11,0.133,184.969,https://p.scdn.co/mp3-preview/b906e0b0f4081ef2946f446032c259ed24c945f4?cid=774b29d4f13844c495f206cafdad9c86,3jQBAyQVJSl9fc6l4tsWWP,"['90s', 'mellow']",['mellow'],mellow
Aero Zeppelin,Nirvana,"90s, grunge",Rock,0.132,0.951,0.285,0.00083,116.232,https://p.scdn.co/mp3-preview/8e64b51f71ab1493447d16227117eb245ec1d1b9?cid=774b29d4f13844c495f206cafdad9c86,0wClulARCDq4hNngKLpSnK,"['90s', 'grunge']",[],
Graduate,Third Eye Blind,"rock, alternative, alternative_rock, 90s",,0.45,0.913,0.498,0.000904,89.359,https://p.scdn.co/mp3-preview/acfc2f98be72398d9671c86651214c51bfb38bf3?cid=774b29d4f13844c495f206cafdad9c86,34GmGSHISecrOU8dF33K0J,"['rock', 'alternative', 'alternative_rock', '90s']",[],
Quit Playing Games (With My Heart),Backstreet Boys,"pop, 90s, male_vocalists",Pop,0.906,0.855,0.799,0.0706,100.026,https://p.scdn.co/mp3-preview/9d61a26a63434176825b9dddbe610a745dd59021?cid=774b29d4f13844c495f206cafdad9c86,08Y0O1mUSwI47iAswgbu3e,"['pop', '90s', 'male_vocalists']",[],
Here's To The Night,EVE 6,"rock, alternative, alternative_rock, 90s, american, male_vocalists, love, 00s, mellow, pop_rock",Rock,0.348,0.655,0.581,0.0412,97.469,https://p.scdn.co/mp3-preview/5a885377538040ed308c45f4e483757fdc3f4e22?cid=774b29d4f13844c495f206cafdad9c86,2JMkl8jrqvujBQlSJcrqXw,"['rock', 'alternative', 'alternative_rock', '90s', 'american', 'male_vocalists', 'love', '00s', 'mellow', 'pop_rock']","['love', 'mellow']",love mellow
By Starlight,The Smashing Pumpkins,"rock, alternative, alternative_rock, 90s, american, beautiful, grunge, mellow",Rock,0.0897,0.291,0.384,0.00907,103.511,https://p.scdn.co/mp3-preview/0fbb9a187a743f207c95df776873ff33deb13877?cid=774b29d4f13844c495f206cafdad9c86,3DZIKmAQfXDi5n5M8edwTQ,"['rock', 'alternative', 'alternative_rock', '90s', 'american', 'beautiful', 'grunge', 'mellow']","['beautiful', 'mellow']",beautiful mellow
Say Hello 2 Heaven,Temple of the Dog,"90s, grunge",Rock,0.327,0.648,0.309,0.0773,148.068,https://p.scdn.co/mp3-preview/3ea0c4163d63e6bbcacaed43f7e5aeb458a90b65?cid=774b29d4f13844c495f206cafdad9c86,24oBrG5SNXYV99zlBqkbB4,"['90s', 'grunge']",[],
Dagger,Slowdive,"90s, acoustic, beautiful, mellow",,0.265,0.212,0.506,0.625,146.355,https://p.scdn.co/mp3-preview/09390978d66a0c41cadaa97ddf4d7abc2ec1937d?cid=774b29d4f13844c495f206cafdad9c86,3MmRfG64qt04Efx9gK9Ec8,"['90s', 'acoustic', 'beautiful', 'mellow']","['acoustic', 'beautiful', 'mellow']",acoustic beautiful mellow
Long Day,Matchbox Twenty,"rock, alternative, alternative_rock, 90s, american, pop_rock",,0.6,0.822,0.458,0.00279,104.103,https://p.scdn.co/mp3-preview/4f6492f2e3fba9cefae441566b693ff40e679c18?cid=774b29d4f13844c495f206cafdad9c86,0mIuRQsRez89DqQ1jXmske,"['rock', 'alternative', 'alternative_rock', '90s', 'american', 'pop_rock']",[],
Found Out About You,Gin Blossoms,"rock, alternative_rock, 90s",Pop,0.801,0.934,0.457,0.319,134.099,https://p.scdn.co/mp3-preview/8275a4e7a019302afdeace7eb29f4cbea6923fed?cid=774b29d4f13844c495f206cafdad9c86,0Fe60LP1PrjSDpCBT1Srb8,"['rock', 'alternative_rock', '90s']",[],
Light Years,Pearl Jam,"rock, 90s, grunge",,0.746,0.726,0.388,0.0447,205.07,https://p.scdn.co/mp3-preview/c30dd8426c0bfed5a24e35e91f1eb7d25662f468?cid=774b29d4f13844c495f206cafdad9c86,0KWvfDCxfazDLfVqmmvvzm,"['rock', '90s', 'grunge']",[],
Little Miss Can't Be Wrong,Spin Doctors,"rock, alternative, 90s",Rock,0.884,0.97,0.509,0.016,116.408,https://p.scdn.co/mp3-preview/2e4d59b23912f0bccacc9d670158c1b2c5b81e42?cid=774b29d4f13844c495f206cafdad9c86,04k84TaS6lDiZwReVVJBTs,"['rock', 'alternative', '90s']",[],
6th Avenue Heartache,The Wallflowers,"rock, alternative, alternative_rock, 90s, mellow",Rock,0.531,0.853,0.454,0.046,150.081,https://p.scdn.co/mp3-preview/7d9314c981a7e4ee31fb1773ba0936d333adc563?cid=774b29d4f13844c495f206cafdad9c86,1qEyqHR1xsj2MC4Qy0dsaI,"['rock', 'alternative', 'alternative_rock', '90s', 'mellow']",['mellow'],mellow
Race Car Ya-Yas,Cake,"rock, alternative, alternative_rock, 90s, funk, pop_rock",Rock,0.809,0.77,0.599,0.0927,119.277,https://p.scdn.co/mp3-preview/f32f8d718912e11751347cc741f7337520e6bf6f?cid=774b29d4f13844c495f206cafdad9c86,0M3fsEibK2tI71pxmMK1ZR,"['rock', 'alternative', 'alternative_rock', '90s', 'funk', 'pop_rock']",[],
Sheep Go To Heaven,Cake,"rock, alternative, alternative_rock, 90s, funk",Rock,0.784,0.679,0.639,0.0182,102.592,https://p.scdn.co/mp3-preview/c6beeb5afee4f11e9d290e02b7304bc2056771b2?cid=774b29d4f13844c495f206cafdad9c86,2KCtbAxE8oSAvWb9s5sjKR,"['rock', 'alternative', 'alternative_rock', '90s', 'funk']",[],
Sugarcube,Yo La Tengo,"rock, alternative, indie, indie_rock, 90s",Rock,0.227,0.578,0.26,0.00128,77.887,https://p.scdn.co/mp3-preview/85dde727deda16b2e2060c3ead0e159926514ce5?cid=774b29d4f13844c495f206cafdad9c86,04Sg8I0gb5doRQDVX4Oq2O,"['rock', 'alternative', 'indie', 'indie_rock', '90s']",[],
Bankrupt on Selling,Modest Mouse,"rock, indie, indie_rock, 90s, acoustic, chill",Rock,0.0812,0.335,0.427,0.828,102.618,https://p.scdn.co/mp3-preview/1e74cb33aa607bd21a28c0dcec1cca461ca46686?cid=774b29d4f13844c495f206cafdad9c86,1npRhEbSIQqdX1MwuAT6o9,"['rock', 'indie', 'indie_rock', '90s', 'acoustic', 'chill']","['acoustic', 'chill']",acoustic chill
Til I Hear It From You,Gin Blossoms,"alternative, 90s",Rock,0.738,0.758,0.575,0.127,124.316,https://p.scdn.co/mp3-preview/17e6786f2f96e96016f3aa26ba3a160cc158ff7b?cid=774b29d4f13844c495f206cafdad9c86,0GKja3GAGpYKWgldJrV1pK,"['alternative', '90s']",[],
What Would You Say,Dave Matthews Band,"rock, alternative_rock, 90s",,0.673,0.942,0.628,0.137,119.54,https://p.scdn.co/mp3-preview/8807f1c8c326164a7e14270bf2fc82d85f2b5d42?cid=774b29d4f13844c495f206cafdad9c86,2jt523mKmS9gFDLdSZHQoh,"['rock', 'alternative_rock', '90s']",[],
Let's Go Get Stoned,Sublime,"90s, reggae, chill, ska",,0.583,0.514,0.497,0.0344,93.86,https://p.scdn.co/mp3-preview/f548a075327a3af7840c08c5f79c3647e6f15fdd?cid=774b29d4f13844c495f206cafdad9c86,1XxSVil40QANKQ3b5mRARs,"['90s', 'reggae', 'chill', 'ska']",['chill'],chill
Unfair,Pavement,"rock, alternative, indie, indie_rock, 90s, american",RnB,0.711,0.808,0.372,0.00188,125.692,https://p.scdn.co/mp3-preview/864fc7b396b9cab0c28e88b81fd600d4db1db6a2?cid=774b29d4f13844c495f206cafdad9c86,1nBbupIEfHsI2voXj43N2l,"['rock', 'alternative', 'indie', 'indie_rock', '90s', 'american']",[],
She'll Come Back To Me,Cake,"rock, alternative, alternative_rock, 90s, indie_pop, country, male_vocalists, love, pop_rock, chill",Rock,0.83,0.602,0.536,0.294,95.373,https://p.scdn.co/mp3-preview/98f03314db8f7491f5baf9d820c407e7cec5d6a1?cid=774b29d4f13844c495f206cafdad9c86,2jnFfmInGMKb26OEC7Akl8,"['rock', 'alternative', 'alternative_rock', '90s', 'indie_pop', 'country', 'male_vocalists', 'love', 'pop_rock', 'chill']","['love', 'chill']",love chill
A Murder Of One,Counting Crows,"rock, 90s, american",,0.425,0.615,0.553,0.119,116.273,https://p.scdn.co/mp3-preview/a20181f781ea2537e84205069e214bb84e30d6f3?cid=774b29d4f13844c495f206cafdad9c86,25zJIhBh4LP6HOhj27wb02,"['rock', '90s', 'american']",[],
Country Sad Ballad Man,Blur,"indie, 90s, britpop",Rock,0.535,0.512,0.663,0.0345,97.939,https://p.scdn.co/mp3-preview/a87ee3b8531bab903704fb2774b09a4bcb4d2188?cid=774b29d4f13844c495f206cafdad9c86,0rZsJYPCyubs4eLL3Lcpp7,"['indie', '90s', 'britpop']",[],
I Don't Know Anything,Mad Season,"90s, grunge",Rock,0.416,0.912,0.341,0.000577,177.051,https://p.scdn.co/mp3-preview/90d91ce3a1499e4e6c4a7f5734ca8a1d94212402?cid=774b29d4f13844c495f206cafdad9c86,1iRgDeKZyv4bI8sC2Gtmt8,"['90s', 'grunge']",[],
Don't Follow,Alice in Chains,"rock, 90s, acoustic, grunge",,0.28,0.37,0.314,0.781,116.044,https://p.scdn.co/mp3-preview/9d76be164f0409ae5a6af6c42c52161ee1646776?cid=774b29d4f13844c495f206cafdad9c86,3r4ugNxHrwrgw0EzZm4O42,"['rock', '90s', 'acoustic', 'grunge']",['acoustic'],acoustic
Opera Singer,Cake,"rock, alternative, alternative_rock, 90s",Rock,0.962,0.672,0.716,0.0526,94.979,https://p.scdn.co/mp3-preview/cbb962cbd9b80f8d0f9b24e3451fe8b4613dd343?cid=774b29d4f13844c495f206cafdad9c86,4INOQ4p2KQSsjIpKfvlZek,"['rock', 'alternative', 'alternative_rock', '90s']",[],
Everything To Everyone,Everclear,"rock, alternative, alternative_rock, 90s",Rock,0.796,0.945,0.646,0.0919,100.027,https://p.scdn.co/mp3-preview/6731a410ea77fa54f055de9069c8e018acb07123?cid=774b29d4f13844c495f206cafdad9c86,1ehYgygYqN9SRpTMYT1zYV,"['rock', 'alternative', 'alternative_rock', '90s']",[],
Luna y Sol,Manu Chao,"90s, reggae, ska",,0.573,0.895,0.606,0.517,121.987,https://p.scdn.co/mp3-preview/f053c4e7b833cddc62d3e8eb884977d5939f86e1?cid=774b29d4f13844c495f206cafdad9c86,2RGDFIYPG3SPLa1Vy1xvNd,"['90s', 'reggae', 'ska']",[],
In the Meantime,Spacehog,"rock, alternative, 90s, britpop",RnB,0.16,0.895,0.269,0.083,168.479,https://p.scdn.co/mp3-preview/6f077ae6c5ac013b1f6748c80a08b8b3f6101cc3?cid=774b29d4f13844c495f206cafdad9c86,02lTDOxHeXTHsdwXoz6lpC,"['rock', 'alternative', '90s', 'britpop']",[],
"I Hope, I Think, I Know",Oasis,"rock, 90s, britpop",Rock,0.186,0.976,0.352,0.000608,137.057,https://p.scdn.co/mp3-preview/2ea531807496f6f87dfcff53408a4fa53e0d6a15?cid=774b29d4f13844c495f206cafdad9c86,3gCp8h1aTzOaQhyoiwQo4Y,"['rock', '90s', 'britpop']",[],
Live Bed Show,Pulp,"90s, britpop",Rock,0.304,0.688,0.366,0.00418,94.589,https://p.scdn.co/mp3-preview/332aaf2a3f3e10cd9178ea2264b0ea7efddbdda7?cid=774b29d4f13844c495f206cafdad9c86,1GhXBQUNGCPKku01faaMQi,"['90s', 'britpop']",[],
Roll To Me,Del Amitri,"rock, pop, 90s, pop_rock",,0.875,0.828,0.555,0.41,74.985,https://p.scdn.co/mp3-preview/3fe199da125502aea9ebf187025eb093418bb62b?cid=774b29d4f13844c495f206cafdad9c86,0hshGjOvPv9PH6h7WO7Mte,"['rock', 'pop', '90s', 'pop_rock']",[],
Back for Good,Take That,"pop, 90s, britpop",,0.519,0.482,0.591,0.299,78.976,https://p.scdn.co/mp3-preview/8f9085faa29895e3eb68da902f2ba0d6ad180ddc?cid=774b29d4f13844c495f206cafdad9c86,0Yj6Kfb9XLRJDrBsHmVi3m,"['pop', '90s', 'britpop']",[],
So Young,Suede,"indie, 90s, britpop",,0.441,0.868,0.313,0.736,116.124,https://p.scdn.co/mp3-preview/5b726ed954b0ff154ed4d1d6e9b400b0c4bab4fe?cid=774b29d4f13844c495f206cafdad9c86,04DsvTy1frcW9EBR4MSTZI,"['indie', '90s', 'britpop']",[],
Space Cadet,Kyuss,"90s, acoustic, psychedelic, psychedelic_rock",,0.309,0.168,0.461,0.449,169.675,https://p.scdn.co/mp3-preview/52043da79074dcf3da2fe4f03da346b3d819b18f?cid=774b29d4f13844c495f206cafdad9c86,07HF5tFmwh6ahN93JC6LmE,"['90s', 'acoustic', 'psychedelic', 'psychedelic_rock']",['acoustic'],acoustic
Gardenia,Kyuss,90s,,0.422,0.787,0.221,0.328,169.253,https://p.scdn.co/mp3-preview/60d60d8cf17d5839ca2df504f10c5184cfa18474?cid=774b29d4f13844c495f206cafdad9c86,0StO1AR9wWQ5SmGPKklV5u,['90s'],[],
You're So Great,Blur,"indie, 90s, acoustic, britpop",Rock,0.618,0.761,0.489,0.858,133.091,https://p.scdn.co/mp3-preview/c21f1608e826aa909c9cb567844058cb55e7d525?cid=774b29d4f13844c495f206cafdad9c86,3XzdaBit7ZdHRUskFQw8gh,"['indie', '90s', 'acoustic', 'britpop']",['acoustic'],acoustic
Sunday Morning Call,Oasis,"rock, 90s, 00s, britpop",Rock,0.205,0.589,0.351,0.041,78.027,https://p.scdn.co/mp3-preview/bfbb2536ae4c188ad59ad152e805a723c01e0f5c?cid=774b29d4f13844c495f206cafdad9c86,19rt0C7V7viQ3QtbzTFRaM,"['rock', '90s', '00s', 'britpop']",[],
Crestfallen,The Smashing Pumpkins,"rock, alternative, alternative_rock, 90s, piano, american, beautiful, grunge",,0.414,0.647,0.399,0.3,168.502,https://p.scdn.co/mp3-preview/24a933749c2de12def48392862ab0de8ded03ba8?cid=774b29d4f13844c495f206cafdad9c86,0FeI5soLMOIPTNlbVrcBib,"['rock', 'alternative', 'alternative_rock', '90s', 'piano', 'american', 'beautiful', 'grunge']",['beautiful'],beautiful
This I Promise You,*NSYNC,"pop, 90s, love, 00s",Pop,0.475,0.581,0.55,0.367,165.981,https://p.scdn.co/mp3-preview/2464a5406fa43cc7c3fbba57797950a705b3c55a?cid=774b29d4f13844c495f206cafdad9c86,2Dp2LRrY71XIfLe3co2Qnh,"['pop', '90s', 'love', '00s']",['love'],love
This Is Hardcore,Pulp,"90s, piano, britpop",,0.106,0.444,0.391,0.00554,77.18,https://p.scdn.co/mp3-preview/888f4fae8c041d265dec0d3d332aa9dbea825dbb?cid=774b29d4f13844c495f206cafdad9c86,6NDeYUp2bn6ywQX7B4hnsb,"['90s', 'piano', 'britpop']",[],
My Big Mouth,Oasis,"rock, 90s, britpop",Rock,0.316,0.987,0.367,0.00323,135.037,https://p.scdn.co/mp3-preview/9b0141bae9b1c4b9a43e1e41f1112df880ff190c?cid=774b29d4f13844c495f206cafdad9c86,0IR0bYTqyTHGg3JV5TK3w3,"['rock', '90s', 'britpop']",[],
Sad Songs And Waltzes,Cake,"rock, alternative, alternative_rock, 90s, country, love, cover, mellow, chill",Rock,0.27,0.107,0.562,0.921,109.099,https://p.scdn.co/mp3-preview/2adc6c06ccae19b5670d70e8d71104e1be84bec3?cid=774b29d4f13844c495f206cafdad9c86,1wFHaejvuM6l8AyuDciLYl,"['rock', 'alternative', 'alternative_rock', '90s', 'country', 'love', 'cover', 'mellow', 'chill']","['love', 'mellow', 'chill']",love mellow chill
Convenient Parking,Modest Mouse,"alternative, indie, indie_rock, 90s, american, 00s",,0.847,0.754,0.614,0.325,122.792,https://p.scdn.co/mp3-preview/4f05209d516bb5ef7f30e03fde62ef868b967abe?cid=774b29d4f13844c495f206cafdad9c86,08Br4z0BVvY1VdbtP7PkOv,"['alternative', 'indie', 'indie_rock', '90s', 'american', '00s']",[],
From This Moment On,Shania Twain,"female_vocalists, 90s, country, love",,0.167,0.452,0.26,0.522,68.302,https://p.scdn.co/mp3-preview/57274f896fb2a61956e434f6b569f9d1f19e9978?cid=774b29d4f13844c495f206cafdad9c86,0jJlME8oPxBVyNqOHAubH7,"['female_vocalists', '90s', 'country', 'love']",['love'],love
My Maria,Brooks & Dunn,"90s, country",Country,0.898,0.842,0.673,0.06,125.57,https://p.scdn.co/mp3-preview/299fb27c8d7bc5fbf78476cee69496de772d8399?cid=774b29d4f13844c495f206cafdad9c86,09qzRI951OVkXGCc33gzcT,"['90s', 'country']",[],
Nobody's Wife,Anouk,"rock, female_vocalists, 90s",Rock,0.483,0.843,0.508,0.00875,97.978,https://p.scdn.co/mp3-preview/8c8f4abfa8b4dc0c101a4be5c59119adcaa1b6f6?cid=774b29d4f13844c495f206cafdad9c86,0k6hQz5OkUSWdxkOS5yN3K,"['rock', 'female_vocalists', '90s']",[],
Screwdriver,The White Stripes,"rock, alternative_rock, 90s, blues_rock",,0.755,0.929,0.504,0.209,95.401,https://p.scdn.co/mp3-preview/a1607574e45b46f4912df08635d127a4a18b279a?cid=774b29d4f13844c495f206cafdad9c86,0eDZk3A2CW8dGeGkYFajoX,"['rock', 'alternative_rock', '90s', 'blues_rock']",[],
Blown Away,Pixies,"rock, alternative, indie, alternative_rock, 90s",,0.591,0.711,0.472,0.000266,120.196,https://p.scdn.co/mp3-preview/d8de2185e4c33163d771b2143f8523432c3e6684?cid=774b29d4f13844c495f206cafdad9c86,2HIUX3LY2rjfth7gJhj9aA,"['rock', 'alternative', 'indie', 'alternative_rock', '90s']",[],
Tripping Billies,Dave Matthews Band,"rock, 90s, acoustic",Rock,0.944,0.932,0.569,0.000496,120.858,https://p.scdn.co/mp3-preview/52277db534aad180fd6d2ea607f0c4f1e591bda7?cid=774b29d4f13844c495f206cafdad9c86,02PbTK2LsfmzSltGaBZZ7f,"['rock', '90s', 'acoustic']",['acoustic'],acoustic
"Touch, Peel And Stand",Days of the New,"alternative, 90s, acoustic, grunge",Rock,0.825,0.622,0.573,0.0543,81.667,https://p.scdn.co/mp3-preview/8c3b6e466c421a15ad07e3bfe49dd9f0a6fc04d9?cid=774b29d4f13844c495f206cafdad9c86,0eKCfj7xCuJNoYrLlSJe59,"['alternative', '90s', 'acoustic', 'grunge']",['acoustic'],acoustic
Pug,The Smashing Pumpkins,"rock, alternative, alternative_rock, 90s, beautiful, grunge",Rock,0.62,0.887,0.548,0.000488,86.189,https://p.scdn.co/mp3-preview/c3a29c0cebc3375b1909d5b22747c4d56c2a0638?cid=774b29d4f13844c495f206cafdad9c86,0FjKnALZ46s40dENyF2Lwe,"['rock', 'alternative', 'alternative_rock', '90s', 'beautiful', 'grunge']",['beautiful'],beautiful
